ingredient_id,ingredient,vmp_id,bnf_code,vmp,simplified_form_route,dose_form,unit_dose_form_size,unit_dose_form_units,ntr_strength,ntr_strength_unit,dtr_strength,dtr_strength_unit,strength_mg_per_ml,ntr_strength_mg,ome,extra_multiplier,weighting
387560008,Alfentanil,35896711000001102,1501043A0AAADAD,Alfentanil 5mg/1ml solution for injection ampoules,injection,Discrete,1,ml,5,mg,1,ml,5,5,30,1,150
387560008,Alfentanil,34682211000001109,1501043A0AAAHAH,Alfentanil 25mg/50ml solution for injection vials,injection,Discrete,50,ml,500,microgram,1,ml,0.5,0.5,30,1,15
387560008,Alfentanil,35896411000001108,1501043A0AAABAB,Alfentanil 1mg/2ml solution for injection ampoules,injection,Discrete,2,ml,500,microgram,1,ml,0.5,0.5,30,1,15
387560008,Alfentanil,35896611000001106,1501043A0AAACAC,Alfentanil 5mg/10ml solution for injection ampoules,injection,Discrete,10,ml,500,microgram,1,ml,0.5,0.5,30,1,15
387560008,Alfentanil,35896511000001107,1501043A0AAAFAF,Alfentanil 500micrograms/1ml solution for injection ampoules,injection,Discrete,1,ml,500,microgram,1,ml,0.5,0.5,30,1,15
387173000,Buprenorphine,35913611000001107,0407020B0AAAAAA,Buprenorphine 300micrograms/1ml solution for injection ampoules,injection,Discrete,1,ml,300,microgram,1,ml,0.3,0.3,100,1,30
387173000,Buprenorphine,42009211000001102,0407020B0AAADAD,Buprenorphine 400microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,400,microgram,,,,0.4,60,1,24
387173000,Buprenorphine,42009011000001107,0407020B0AAABAB,Buprenorphine 200microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,200,microgram,,,,0.2,60,1,12
387173000,Buprenorphine,35913911000001101,0407020B0AAAGAG,Buprenorphine 70micrograms/hour transdermal patches,transdermal,Discrete,1,patch,70,microgram,1,hour,,0.07,100,96,672
387173000,Buprenorphine,35913811000001106,0407020B0AAAFAF,Buprenorphine 52.5micrograms/hour transdermal patches,transdermal,Discrete,1,patch,52.5,microgram,1,hour,,0.0525,100,96,504
387173000,Buprenorphine,4.27551E+16,0407020B0AAANAN,Buprenorphine 40micrograms/hour transdermal patches,transdermal,Discrete,1,patch,40,microgram,1,hour,,0.04,100,96,384
387173000,Buprenorphine,35913711000001103,0407020B0AAAEAE,Buprenorphine 35micrograms/hour transdermal patches,transdermal,Discrete,1,patch,35,microgram,1,hour,,0.035,100,96,336
387173000,Buprenorphine,9567311000001107,0407020B0AAAJAJ,Buprenorphine 20micrograms/hour transdermal patches,transdermal,Discrete,1,patch,20,microgram,1,hour,,0.02,100,168,336
387173000,Buprenorphine,42755011000001101,0407020B0AAAMAM,Buprenorphine 30micrograms/hour transdermal patches,transdermal,Discrete,1,patch,30,microgram,1,hour,,0.03,100,96,288
387173000,Buprenorphine,32038411000001102,0407020B0AAAKAK,Buprenorphine 15micrograms/hour transdermal patches,transdermal,Discrete,1,patch,15,microgram,1,hour,,0.015,100,168,252
387173000,Buprenorphine,42754911000001101,0407020B0AAALAL,Buprenorphine 25micrograms/hour transdermal patches,transdermal,Discrete,1,patch,25,microgram,1,hour,,0.025,100,96,240
387173000,Buprenorphine,9.56741E+15,0407020B0AAAIAI,Buprenorphine 10micrograms/hour transdermal patches,transdermal,Discrete,1,patch,10,microgram,1,hour,,0.01,100,168,168
387173000,Buprenorphine,9567211000001104,0407020B0AAAHAH,Buprenorphine 5micrograms/hour transdermal patches,transdermal,Discrete,1,patch,5,microgram,1,hour,,0.005,100,168,84
261000,Codeine phosphate,36090011000001104,0407020C0AAAAAA,Codeine 60mg/1ml solution for injection ampoules,injection,Discrete,1,ml,60,mg,1,ml,60,60,0.1,1,6
261000,Codeine phosphate,12388811000001109,0407020C0AAAHAH,Codeine 30mg/1ml solution for injection ampoules,injection,Discrete,1,ml,30,mg,1,ml,30,30,0.1,1,3
261000,Codeine phosphate,42010511000001109,0407020C0AAAFAF,Codeine 60mg tablets,oral,Discrete,1,tablet,60,mg,,,,60,0.1,1,6
261000,Codeine phosphate,42009911000001106,0407010F0AAARAR,Co-codamol 60mg/1000mg effervescent powder sachets sugar free,oral,Discrete,1,sachet,60,mg,,,,60,0.1,1,6
261000,Codeine phosphate,34625311000001101,0407010F0AAAYAY,Co-codamol 60mg/1000mg tablets,oral,Discrete,1,tablet,60,mg,,,,60,0.1,1,6
261000,Codeine phosphate,42010411000001105,0407020C0AAAEAE,Codeine 30mg tablets,oral,Discrete,1,tablet,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,42009811000001101,0407010F0AAAHAH,Co-codamol 30mg/500mg tablets,oral,Discrete,1,tablet,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,4.20096E+16,0407010F0AAAQAQ,Co-codamol 30mg/500mg effervescent powder sachets sugar free,oral,Discrete,1,sachet,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,42009711000001109,0407010F0AAAFAF,Co-codamol 30mg/500mg effervescent tablets,oral,Discrete,1,tablet,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,42009511000001104,0407010F0AAADAD,Co-codamol 30mg/500mg capsules,oral,Discrete,1,capsule,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,44159611000001106,0407010F0AABBBB,Co-codamol 30mg/500mg effervescent tablets sugar free,oral,Discrete,1,tablet,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,36045211000001108,1001010J0AAARAR,Ibuprofen 300mg modified-release / Codeine 20mg tablets,oral,Discrete,1,tablet,20,mg,,,,20,0.1,1,2
261000,Codeine phosphate,42010311000001103,0407020C0AAADAD,Codeine 15mg tablets,oral,Discrete,1,tablet,15,mg,,,,15,0.1,1,1.5
261000,Codeine phosphate,3805611000001109,0407010F0AAAKAK,Co-codamol 15mg/500mg tablets,oral,Discrete,1,tablet,15,mg,,,,15,0.1,1,1.5
261000,Codeine phosphate,19200211000001107,0407010F0AAAVAV,Co-codamol 15mg/500mg capsules,oral,Discrete,1,capsule,15,mg,,,,15,0.1,1,1.5
261000,Codeine phosphate,19230711000001108,0407010F0AAAWAW,Co-codamol 15mg/500mg effervescent tablets sugar free,oral,Discrete,1,tablet,15,mg,,,,15,0.1,1,1.5
261000,Codeine phosphate,42009411000001103,0407010F0AAAPAP,Co-codamol 12.8mg/500mg tablets,oral,Discrete,1,tablet,12.8,mg,,,,12.8,0.1,1,1.28
261000,Codeine phosphate,42104611000001105,1001010J0AAAYAY,Ibuprofen 200mg / Codeine 12.8mg tablets,oral,Discrete,1,tablet,12.8,mg,,,,12.8,0.1,1,1.28
261000,Codeine phosphate,18084511000001109,0407010X0BMADA0,Generic Solpadeine Max soluble tablets sugar free,oral,Discrete,1,tablet,12.8,mg,,,,12.8,0.1,1,1.28
261000,Codeine phosphate,4777011000001101,0407010X0BKABA0,Generic Propain caplets,oral,Discrete,1,tablet,10,mg,,,,10,0.1,1,1
261000,Codeine phosphate,42010211000001106,0407010F0AAAAAA,Co-codamol 8mg/500mg tablets,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,42010011000001101,0407010F0AAABAB,Co-codamol 8mg/500mg capsules,oral,Discrete,1,capsule,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,4.20101E+16,0407010F0AAACAC,Co-codamol 8mg/500mg effervescent tablets,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,10075411000001104,0407010X0BMABA0,Generic Solpadeine Plus soluble tablets sugar free,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,1.17621E+16,0407010M0AAAAAA,Co-codaprin 8mg/400mg tablets,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,3546911000001102,0407041A0AAAGAG,Generic Migraleve Pink tablets,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,38555211000001104,0407010F0AABABA,Co-codamol 8mg/500mg effervescent tablets sugar free,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,38555311000001107,0407010X0AABNBN,Generic Codasolve 8mg/500mg/30mg effervescent tablets sugar free,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,4009611000001106,0407010X0AAAYAY,Generic Ultramol Soluble tablets sugar free,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,4934411000001109,0407010X0AAAJAJ,Generic Syndol Headache Relief tablets,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,39695111000001108,0407010M0AAABAB,Co-codaprin 8mg/400mg dispersible tablets,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,4956111000001107,0407010W0AAADAD,Aspirin 500mg / Codeine 8mg dispersible tablets sugar free,oral,Discrete,1,tablet,8,mg,,,,8,0.1,1,0.8
261000,Codeine phosphate,3.80639E+16,0407010F0AAAZAZ,Co-codamol 30mg/500mg/5ml oral solution sugar free,oral,Discrete,5,ml,6,mg,1,ml,6,6,0.1,1,0.6
261000,Codeine phosphate,3.65661E+16,0407020C0AAABAB,Codeine 25mg/5ml oral solution,oral,Discrete,5,ml,5,mg,1,ml,5,5,0.1,1,0.5
261000,Codeine phosphate,4957811000001103,0309020X0AAAAAA,Terpin 32.5mg/5ml / Codeine 16mg/5ml linctus,oral,Discrete,5,ml,3.2,mg,1,ml,3.2,3.2,0.1,1,0.32
261000,Codeine phosphate,3.88964E+16,0309010C0AAADAD,Codeine 15mg/5ml linctus sugar free,oral,Discrete,5,ml,3,mg,1,ml,3,3,0.1,1,0.3
261000,Codeine phosphate,15065911000001106,0309010C0AAAAAA,Codeine 15mg/5ml linctus,oral,Discrete,5,ml,3,mg,1,ml,3,3,0.1,1,0.3
261000,Codeine phosphate,4651111000001102,0309020U0AAAAAA,Generic Dimotane Co oral solution sugar free,oral,Discrete,5,ml,2,mg,1,ml,2,2,0.1,1,0.2
261000,Codeine phosphate,8087411000001101,0407020C0AABABA,Codeine 6.75mg/5ml oral solution,oral,Discrete,5,ml,1.35,mg,1,ml,1.35,1.35,0.1,1,0.135
261000,Codeine phosphate,9117311000001103,030902040BBACA0,Generic Benylin with Codeine oral solution,oral,Discrete,5,ml,1.14,mg,1,ml,1.14,1.14,0.1,1,0.114
261000,Codeine phosphate,39707511000001103,0104020D0AAABAB,Kaolin light 1.5g/5ml / Codeine 5mg/5ml oral suspension sugar free,oral,Discrete,5,ml,1,mg,1,ml,1,1,0.1,1,0.1
261000,Codeine phosphate,35370211000001104,0309010C0AAACAC,Codeine 3mg/5ml linctus paediatric,oral,Discrete,5,ml,600,microgram,1,ml,0.6,0.6,0.1,1,0.06
261000,Codeine phosphate,3.33631E+15,0309010C0AAAEAE,Codeine 3mg/5ml linctus paediatric sugar free,oral,Discrete,5,ml,600,microgram,1,ml,0.6,0.6,0.1,1,0.06
261000,Codeine phosphate,4660711000001101,0309020U0AAABAB,Generic Dimotane Co oral solution paediatric sugar free,oral,Discrete,5,ml,600,microgram,1,ml,0.6,0.6,0.1,1,0.06
261000,Codeine phosphate,20454511000001107,0407020C0AAASAS,Codeine 30mg suppositories,rectal,Discrete,1,suppository,30,mg,,,,30,0.1,1,3
261000,Codeine phosphate,20122011000001107,0407020C0AABBBB,Codeine 20mg suppositories,rectal,Discrete,1,suppository,20,mg,,,,20,0.1,1,2
261000,Codeine phosphate,2.12902E+16,0407020C0AAAQAQ,Codeine 15mg suppositories,rectal,Discrete,1,suppository,15,mg,,,,15,0.1,1,1.5
261000,Codeine phosphate,18519311000001102,0407020C0AAALAL,Codeine 10mg suppositories,rectal,Discrete,1,suppository,10,mg,,,,10,0.1,1,1
261000,Codeine phosphate,21148311000001103,0407020C0AAAMAM,Codeine 6mg suppositories,rectal,Discrete,1,suppository,6,mg,,,,6,0.1,1,0.6
261000,Codeine phosphate,21148211000001106,0407020C0AAAKAK,Codeine 5mg suppositories,rectal,Discrete,1,suppository,5,mg,,,,5,0.1,1,0.5
261000,Codeine phosphate,2.11481E+16,0407020C0AABCBC,Codeine 1mg suppositories,rectal,Discrete,1,suppository,1,mg,,,,1,0.1,1,0.1
387561007,Dextromoramide,42010911000001102,0407020D0AAAEAE,Dextromoramide 10mg tablets,oral,Discrete,1,tablet,10,mg,,,,10,2,1,20
387561007,Dextromoramide,42011011000001105,0407020D0AAADAD,Dextromoramide 5mg tablets,oral,Discrete,1,tablet,5,mg,,,,5,2,1,10
387042001,Dextropropoxyphene,42011111000001106,0407020E0AAAAAA,Dextropropoxyphene 60mg capsules,oral,Discrete,1,capsule,60,mg,,,,60,0.1,1,6
396019002,Diamorphine hydrochloride,12291911000001104,0407020K0AAEVEV,Diamorphine 120mg impregnated cigarettes,inhalation,Discrete,1,cigarette,120,mg,,,,120,1,1,120
396019002,Diamorphine hydrochloride,12291811000001109,0407020K0AABCBC,Diamorphine 100mg impregnated cigarettes,inhalation,Discrete,1,cigarette,100,mg,,,,100,1,1,100
396019002,Diamorphine hydrochloride,12292511000001103,0407020K0AACGCG,Diamorphine 60mg impregnated cigarettes,inhalation,Discrete,1,cigarette,60,mg,,,,60,1,1,60
396019002,Diamorphine hydrochloride,12292311000001109,0407020K0AADLDL,Diamorphine 50mg impregnated cigarettes,inhalation,Discrete,1,cigarette,50,mg,,,,50,1,1,50
396019002,Diamorphine hydrochloride,12292211000001101,0407020K0AADCDC,Diamorphine 40mg impregnated cigarettes,inhalation,Discrete,1,cigarette,40,mg,,,,40,1,1,40
396019002,Diamorphine hydrochloride,12292111000001107,0407020K0AABFBF,Diamorphine 30mg impregnated cigarettes,inhalation,Discrete,1,cigarette,30,mg,,,,30,1,1,30
396019002,Diamorphine hydrochloride,12292011000001106,0407020K0AAEUEU,Diamorphine 20mg impregnated cigarettes,inhalation,Discrete,1,cigarette,20,mg,,,,20,1,1,20
396019002,Diamorphine hydrochloride,16073711000001103,0407020K0AAEIEI,Diamorphine 500mg powder for solution for injection vials,injection,Discrete,1,vial,500,mg,,,,500,3.3,1,1650
396019002,Diamorphine hydrochloride,42011611000001103,0407020K0AAAGAG,Diamorphine 500mg powder for solution for injection ampoules,injection,Discrete,1,ampoule,500,mg,,,,500,3.3,1,1650
396019002,Diamorphine hydrochloride,16073411000001109,0407020K0AAEHEH,Diamorphine 100mg powder for solution for injection vials,injection,Discrete,1,vial,100,mg,,,,100,3.3,1,330
396019002,Diamorphine hydrochloride,4.20112E+16,0407020K0AAAFAF,Diamorphine 100mg powder for solution for injection ampoules,injection,Discrete,1,ampoule,100,mg,,,,100,3.3,1,330
396019002,Diamorphine hydrochloride,16073611000001107,0407020K0AAEMEM,Diamorphine 30mg powder for solution for injection vials,injection,Discrete,1,vial,30,mg,,,,30,3.3,1,99
396019002,Diamorphine hydrochloride,42011511000001102,0407020K0AAAEAE,Diamorphine 30mg powder for solution for injection ampoules,injection,Discrete,1,ampoule,30,mg,,,,30,3.3,1,99
396019002,Diamorphine hydrochloride,12389011000001108,0407020K0AAACAC,Diamorphine 15mg powder for solution for injection ampoules,injection,Discrete,1,ampoule,15,mg,,,,15,3.3,1,49.5
396019002,Diamorphine hydrochloride,16073511000001108,0407020K0AAEGEG,Diamorphine 10mg powder for solution for injection vials,injection,Discrete,1,vial,10,mg,,,,10,3.3,1,33
396019002,Diamorphine hydrochloride,42011311000001108,0407020K0AAABAB,Diamorphine 10mg powder for solution for injection ampoules,injection,Discrete,1,ampoule,10,mg,,,,10,3.3,1,33
396019002,Diamorphine hydrochloride,16073811000001106,0407020K0AAEFEF,Diamorphine 5mg powder for solution for injection vials,injection,Discrete,1,vial,5,mg,,,,5,3.3,1,16.5
396019002,Diamorphine hydrochloride,34819611000001105,0407020K0AAAAAA,Diamorphine 5mg powder for solution for injection ampoules,injection,Discrete,1,ampoule,5,mg,,,,5,3.3,1,16.5
396019002,Diamorphine hydrochloride,42477011000001103,0407020K0AAFQFQ,Diamorphine 500mg oral powder sachets,oral,Discrete,1,sachet,500,mg,,,,500,1,1,500
396019002,Diamorphine hydrochloride,12388911000001104,0407020K0AACZCZ,Diamorphine 100mg capsules,oral,Discrete,1,capsule,100,mg,,,,100,1,1,100
396019002,Diamorphine hydrochloride,42011411000001101,0407020K0AACBCB,Diamorphine 10mg tablets,oral,Discrete,1,tablet,10,mg,,,,10,1,1,10
396019002,Diamorphine hydrochloride,12389111000001109,0407020K0AACUCU,Diamorphine 5mg suppositories,rectal,Discrete,1,suppository,5,mg,,,,5,1,1,5
322538006,Dihydrocodeine tartrate,36069111000001106,0407020G0AAABAB,Dihydrocodeine 50mg/1ml solution for injection ampoules,injection,Discrete,1,ml,50,mg,1,ml,50,50,0.1,1,5
322538006,Dihydrocodeine tartrate,39112611000001107,0407020G0AAAFAF,Dihydrocodeine 120mg modified-release tablets,oral,Discrete,1,tablet,120,mg,,,,120,0.1,1,12
322538006,Dihydrocodeine tartrate,39112511000001108,0407020G0AAAEAE,Dihydrocodeine 90mg modified-release tablets,oral,Discrete,1,tablet,90,mg,,,,90,0.1,1,9
322538006,Dihydrocodeine tartrate,39112411000001109,0407020G0AAADAD,Dihydrocodeine 60mg modified-release tablets,oral,Discrete,1,tablet,60,mg,,,,60,0.1,1,6
322538006,Dihydrocodeine tartrate,39708711000001109,0407020G0AAAIAI,Dihydrocodeine 40mg tablets,oral,Discrete,1,tablet,40,mg,,,,40,0.1,1,4
322538006,Dihydrocodeine tartrate,39708511000001104,0407020G0AAACAC,Dihydrocodeine 30mg tablets,oral,Discrete,1,tablet,30,mg,,,,30,0.1,1,3
322538006,Dihydrocodeine tartrate,42010811000001107,0407010N0AAAIAI,Co-dydramol 30mg/500mg tablets,oral,Discrete,1,tablet,30,mg,,,,30,0.1,1,3
322538006,Dihydrocodeine tartrate,42010711000001104,0407010N0AAAHAH,Co-dydramol 20mg/500mg tablets,oral,Discrete,1,tablet,20,mg,,,,20,0.1,1,2
322538006,Dihydrocodeine tartrate,42010611000001108,0407010N0AAAAAA,Co-dydramol 10mg/500mg tablets,oral,Discrete,1,tablet,10,mg,,,,10,0.1,1,1
322538006,Dihydrocodeine tartrate,9553311000001107,0407010N0AAAKAK,Co-dydramol 7.46mg/500mg effervescent tablets sugar free,oral,Discrete,1,tablet,7.46,mg,,,,7.46,0.1,1,0.746
322538006,Dihydrocodeine tartrate,4660511000001106,0407010N0AAAJAJ,Co-dydramol 7.46mg/500mg tablets,oral,Discrete,1,tablet,7.46,mg,,,,7.46,0.1,1,0.746
322538006,Dihydrocodeine tartrate,36098611000001109,0407020G0AAAAAA,Dihydrocodeine 10mg/5ml oral solution,oral,Discrete,5,ml,2,mg,1,ml,2,2,0.1,1,0.2
322554009,Dipipanone hydrochloride,39689711000001107,0407020H0AAABAB,Dipipanone 10mg / Cyclizine 30mg tablets,oral,Discrete,1,tablet,10,mg,,,,10,0.5,1,5
373492002,Fentanyl,14973711000001102,0407020A0AABGBG,Fentanyl 800microgram buccal tablets sugar free,buccal,Discrete,1,tablet,800,microgram,,,,0.8,130,1,104
373492002,Fentanyl,14973611000001106,0407020A0AABFBF,Fentanyl 600microgram buccal tablets sugar free,buccal,Discrete,1,tablet,600,microgram,,,,0.6,130,1,78
373492002,Fentanyl,14973511000001107,0407020A0AABEBE,Fentanyl 400microgram buccal tablets sugar free,buccal,Discrete,1,tablet,400,microgram,,,,0.4,130,1,52
373492002,Fentanyl,14973411000001108,0407020A0AABDBD,Fentanyl 200microgram buccal tablets sugar free,buccal,Discrete,1,tablet,200,microgram,,,,0.2,130,1,26
373492002,Fentanyl,14973311000001101,0407020A0AABCBC,Fentanyl 100microgram buccal tablets sugar free,buccal,Discrete,1,tablet,100,microgram,,,,0.1,130,1,13
373492002,Fentanyl,36119811000001108,1501043F0AAAAAA,Fentanyl 100micrograms/2ml solution for injection ampoules,injection,Discrete,2,ml,50,microgram,1,ml,0.05,0.05,150,1,7.5
373492002,Fentanyl,3.61201E+16,1501043F0AAABAB,Fentanyl 500micrograms/10ml solution for injection ampoules,injection,Discrete,10,ml,50,microgram,1,ml,0.05,0.05,150,1,7.5
373492002,Fentanyl,17071311000001104,1502010Z0AAACAC,Bupivacaine 500mg/500ml (0.1%) / Fentanyl 1mg/500ml infusion bags,injection,Discrete,500,ml,2,microgram,1,ml,0.002,0.002,150,1,0.3
373492002,Fentanyl,17071211000001107,1502010Z0AAABAB,Bupivacaine 250mg/250ml (0.1%) / Fentanyl 500micrograms/250ml infusion bags,injection,Discrete,250,ml,2,microgram,1,ml,0.002,0.002,150,1,0.3
373492002,Fentanyl,17071111000001101,1502010Z0AAAAAA,Bupivacaine 100mg/100ml (0.1%) / Fentanyl 200micrograms/100ml infusion bags,injection,Discrete,100,ml,2,microgram,1,ml,0.002,0.002,150,1,0.3
373492002,Fentanyl,17674111000001105,0407020A0AABPBP,Fentanyl 400micrograms/dose nasal spray,nasal,Discrete,1,dose,400,microgram,1,dose,,0.4,160,1,64
373492002,Fentanyl,16037711000001105,0407020A0AABLBL,Fentanyl 200micrograms/dose nasal spray,nasal,Discrete,1,dose,200,microgram,1,dose,,0.2,160,1,32
373492002,Fentanyl,16037611000001101,0407020A0AABJBJ,Fentanyl 100micrograms/dose nasal spray,nasal,Discrete,1,dose,100,microgram,1,dose,,0.1,160,1,16
373492002,Fentanyl,16037811000001102,0407020A0AABHBH,Fentanyl 50micrograms/dose nasal spray,nasal,Discrete,1,dose,50,microgram,1,dose,,0.05,160,1,8
373492002,Fentanyl,42011811000001104,0407020A0AAAPAP,Fentanyl 1.6mg lozenges,oromucosal,Discrete,1,lozenge,1.6,mg,,,,1.6,130,1,208
373492002,Fentanyl,42011711000001107,0407020A0AAANAN,Fentanyl 1.2mg lozenges,oromucosal,Discrete,1,lozenge,1.2,mg,,,,1.2,130,1,156
373492002,Fentanyl,14952411000001102,0407020A0AABBBB,Fentanyl 800microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,800,microgram,,,,0.8,130,1,104
373492002,Fentanyl,42012211000001107,0407020A0AAALAL,Fentanyl 800microgram lozenges,oromucosal,Discrete,1,lozenge,800,microgram,,,,0.8,130,1,104
373492002,Fentanyl,14952311000001109,0407020A0AABABA,Fentanyl 600microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,600,microgram,,,,0.6,130,1,78
373492002,Fentanyl,42012111000001101,0407020A0AAAKAK,Fentanyl 600microgram lozenges,oromucosal,Discrete,1,lozenge,600,microgram,,,,0.6,130,1,78
373492002,Fentanyl,24446811000001103,0407020A0AABYBY,Fentanyl 533microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,533,microgram,,,,0.533,130,1,69.29
373492002,Fentanyl,14952211000001101,0407020A0AAAZAZ,Fentanyl 400microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,400,microgram,,,,0.4,130,1,52
373492002,Fentanyl,42012011000001102,0407020A0AAAJAJ,Fentanyl 400microgram lozenges,oromucosal,Discrete,1,lozenge,400,microgram,,,,0.4,130,1,52
373492002,Fentanyl,14952111000001107,0407020A0AAAYAY,Fentanyl 300microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,300,microgram,,,,0.3,130,1,39
373492002,Fentanyl,24446711000001106,0407020A0AABZBZ,Fentanyl 267microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,267,microgram,,,,0.267,130,1,34.71
373492002,Fentanyl,14952011000001106,0407020A0AAAXAX,Fentanyl 200microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,200,microgram,,,,0.2,130,1,26
373492002,Fentanyl,42011911000001109,0407020A0AAAIAI,Fentanyl 200microgram lozenges,oromucosal,Discrete,1,lozenge,200,microgram,,,,0.2,130,1,26
373492002,Fentanyl,24446611000001102,0407020A0AABXBX,Fentanyl 133microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,133,microgram,,,,0.133,130,1,17.29
373492002,Fentanyl,14951911000001104,0407020A0AAAWAW,Fentanyl 100microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,100,microgram,,,,0.1,130,1,13
373492002,Fentanyl,42894311000001108,0407020A0AACHCH,Fentanyl 67microgram sublingual tablets sugar free,oromucosal,Discrete,1,tablet,67,microgram,,,,0.067,130,1,8.71
373492002,Fentanyl,36119911000001103,0407020A0AAAHAH,Fentanyl 100micrograms/hour transdermal patches,transdermal,Discrete,1,patch,100,microgram,1,hour,,0.1,100,72,720
373492002,Fentanyl,36120311000001103,0407020A0AAAGAG,Fentanyl 75micrograms/hour transdermal patches,transdermal,Discrete,1,patch,75,microgram,1,hour,,0.075,100,72,540
373492002,Fentanyl,36120211000001106,0407020A0AAAFAF,Fentanyl 50micrograms/hour transdermal patches,transdermal,Discrete,1,patch,50,microgram,1,hour,,0.05,100,72,360
373492002,Fentanyl,23707711000001107,0407020A0AABWBW,Fentanyl 37.5microgram/hour transdermal patches,transdermal,Discrete,1,patch,37.5,microgram,1,hour,,0.0375,100,72,270
373492002,Fentanyl,36120011000001101,0407020A0AAAEAE,Fentanyl 25micrograms/hour transdermal patches,transdermal,Discrete,1,patch,25,microgram,1,hour,,0.025,100,72,180
373492002,Fentanyl,9752311000001101,0407020A0AAAUAU,Fentanyl 12micrograms/hour transdermal patches,transdermal,Discrete,1,patch,12,microgram,1,hour,,0.012,100,72,86.4
387485001,Hydromorphone hydrochloride,15774711000001101,040702050AAAPAP,Hydromorphone 50mg/1ml solution for injection ampoules,injection,Discrete,1,ml,50,mg,1,ml,50,50,12.5,1,625
387485001,Hydromorphone hydrochloride,19822311000001101,040702050AAAMAM,Hydromorphone 20mg/1ml solution for injection ampoules,injection,Discrete,1,ml,20,mg,1,ml,20,20,12.5,1,250
387485001,Hydromorphone hydrochloride,36057111000001108,040702050AAANAN,Hydromorphone 10mg/1ml solution for injection ampoules,injection,Discrete,1,ml,10,mg,1,ml,10,10,12.5,1,125
387485001,Hydromorphone hydrochloride,36057511000001104,040702050AAALAL,Hydromorphone 2mg/1ml solution for injection ampoules,injection,Discrete,1,ml,2,mg,1,ml,2,2,12.5,1,25
387485001,Hydromorphone hydrochloride,36057311000001105,040702050AAABAB,Hydromorphone 24mg modified-release capsules,oral,Discrete,1,capsule,24,mg,,,,24,5,1,120
387485001,Hydromorphone hydrochloride,36057211000001102,040702050AAAAAA,Hydromorphone 16mg modified-release capsules,oral,Discrete,1,capsule,16,mg,,,,16,5,1,80
387485001,Hydromorphone hydrochloride,36057711000001109,040702050AAACAC,Hydromorphone 8mg modified-release capsules,oral,Discrete,1,capsule,8,mg,,,,8,5,1,40
387485001,Hydromorphone hydrochloride,3.60576E+16,040702050AAAGAG,Hydromorphone 4mg modified-release capsules,oral,Discrete,1,capsule,4,mg,,,,4,5,1,20
387485001,Hydromorphone hydrochloride,42012911000001103,040702050AAADAD,Hydromorphone 2.6mg capsules,oral,Discrete,1,capsule,2.6,mg,,,,2.6,5,1,13
387485001,Hydromorphone hydrochloride,36057411000001103,040702050AAAFAF,Hydromorphone 2mg modified-release capsules,oral,Discrete,1,capsule,2,mg,,,,2,5,1,10
387485001,Hydromorphone hydrochloride,42012811000001108,040702050AAAEAE,Hydromorphone 1.3mg capsules,oral,Discrete,1,capsule,1.3,mg,,,,1.3,5,1,6.5
395783008,Meptazinol,39718711000001107,0407020L0AAAAAA,Meptazinol 100mg/1ml solution for injection ampoules,injection,Discrete,1,ml,100,mg,1,ml,100,100,0.03,1,3
395783008,Meptazinol,39700411000001101,0407020L0AAABAB,Meptazinol 200mg tablets,oral,Discrete,1,tablet,200,mg,,,,200,0.03,1,6
23883005,Methadone hydrochloride,12299211000001109,0407020M0AAA2A2,Methadone 100mg impregnated cigarettes,inhalation,Discrete,1,cigarette,100,mg,,,,100,3,1,300
